"lith_name","lith_texture","lith_comp","color","verbatim_lith"
"carbonate","silty",NULL,NULL,"HCS and Planar Laminated Packstone-Grainstone"
"carbonate","silty",NULL,NULL,"Laminated Calcareous Siltstone"
"carbonate","silty",NULL,NULL,"Massive-Bedded Packstone-Grainstone"
"carbonate","silty",NULL,NULL,"Massive-Bedded Siltstone"
"carbonate","silty",NULL,NULL,NULL
"carbonate",NULL,"Manganese",NULL,"Mn-carbonate"
"carbonate",NULL,"calcareous","brownish grey",NULL
"carbonate",NULL,"calcareous","grey",NULL
"carbonate",NULL,"calcareous","greyish yellow",NULL
"carbonate",NULL,"calcareous","red",NULL
"carbonate",NULL,"pyritiferous",NULL,NULL
"carbonate",NULL,"siliceous",NULL,"Siliceous carbonate"
"carbonate",NULL,NULL,"black","Black carbonate"
"carbonate",NULL,NULL,"black","Carbonate"
"carbonate",NULL,NULL,"grey",NULL
"carbonate",NULL,NULL,NULL,"Carbonate"
"carbonate",NULL,NULL,NULL,"Dark carbonate"
"carbonate",NULL,NULL,NULL,"cap carbonate"
"carbonate",NULL,NULL,NULL,"carbonate"
"carbonate",NULL,NULL,NULL,"carbonate "
"carbonate",NULL,NULL,NULL,"nodular authigenic carbonate"
"carbonate",NULL,NULL,NULL,NULL
"chert","muddy","calcareous",NULL,NULL
"chert","muddy",NULL,"black",NULL
"chert","muddy",NULL,"green",NULL
"chert","muddy",NULL,"grey",NULL
"chert","muddy",NULL,NULL,"Dark argillaceous chertstone (spiculite) with coaly detritus, BI 4 and higher"
"chert","muddy",NULL,NULL,"muddy chert"
"chert","muddy",NULL,NULL,NULL
"chert","silty","siliceous",NULL,"spiculitic chert"
"chert",NULL,"calcareous",NULL,NULL
"chert",NULL,"carbonaceous","black",NULL
"chert",NULL,"carbonaceous",NULL,"Sooty Chert"
"chert",NULL,"carbonaceous",NULL,"carbonacious chert"
"chert",NULL,"carbonaceous",NULL,NULL
"chert",NULL,"dolomitic","black",NULL
"chert",NULL,"dolomitic",NULL,NULL
"chert",NULL,NULL,"black",NULL
"chert",NULL,NULL,"light blue grey",NULL
"chert",NULL,NULL,NULL,"Bedded chert"
"chert",NULL,NULL,NULL,"Chert"
"chert",NULL,NULL,NULL,"Radiolarian"
"chert",NULL,NULL,NULL,"chert"
"chert",NULL,NULL,NULL,"chert "
"chert",NULL,NULL,NULL,"porcellanite"
"chert",NULL,NULL,NULL,"porcellanite. Chalcopyrite present."
"chert",NULL,NULL,NULL,"silicious ooze"
"chert",NULL,NULL,NULL,NULL
"clay","silty",NULL,"brownish grey",NULL
"clay","silty",NULL,"dark greenish grey",NULL
"clay","silty",NULL,"dark grey",NULL
"clay","silty",NULL,"dark olive grey",NULL
"clay","silty",NULL,"green",NULL
"clay","silty",NULL,"greenish grey",NULL
"clay",NULL,"calcareous","dark brown",NULL
"clay",NULL,"siliceous","dark yellowish brown",NULL
"clay",NULL,NULL,"dark greenish grey",NULL
"clay",NULL,NULL,"dark grey",NULL
"clay",NULL,NULL,"dark yellowish brown",NULL
"clay",NULL,NULL,"dusky brown",NULL
"clay",NULL,NULL,"greenish grey",NULL
"concretion",NULL,"phosphatic",NULL,"Phosphatic concretion"
"concretion",NULL,"pyritiferous",NULL,NULL
"conglomerate",NULL,"calcareous",NULL,"diamictite"
"conglomerate",NULL,"phosphatic",NULL,NULL
"conglomerate",NULL,NULL,"green","Diamictite"
"conglomerate",NULL,NULL,"grey","Diamictite"
"conglomerate",NULL,NULL,"grey",NULL
"conglomerate",NULL,NULL,"navy","Diamictite"
"conglomerate",NULL,NULL,"red","Diamictite"
"conglomerate",NULL,NULL,"red",NULL
"conglomerate",NULL,NULL,NULL,"Buff dolostone breccia."
"conglomerate",NULL,NULL,NULL,"Buff dolostone conglomerate."
"conglomerate",NULL,NULL,NULL,"Buff, phyllitic dolostone rip up clasts."
"conglomerate",NULL,NULL,NULL,"Composite sample"
"conglomerate",NULL,NULL,NULL,"Conglomerate, 100% clasts 0% matrix; clasts composed of weathered shale"
"conglomerate",NULL,NULL,NULL,"Conglomerate, 25% clasts 75% matrix"
"conglomerate",NULL,NULL,NULL,"Conglomerate, 5% clasts 95% matrix"
"conglomerate",NULL,NULL,NULL,"Conglomerate, 70% clasts 30% sandstone matrix; classts composed of weathered shale and chertstone"
"conglomerate",NULL,NULL,NULL,"Diamictite"
"conglomerate",NULL,NULL,NULL,"Light buff dolostone rip up clasts."
"conglomerate",NULL,NULL,NULL,"Light tan dolostone conglomerate."
"conglomerate",NULL,NULL,NULL,"Medium grained sandstone with angular dolostone breccia clasts."
"conglomerate",NULL,NULL,NULL,"[meta] diamictite"
"conglomerate",NULL,NULL,NULL,"[meta] diamictite/phyllite"
"conglomerate",NULL,NULL,NULL,"diamictite"
"conglomerate",NULL,NULL,NULL,"diamictite*"
"conglomerate",NULL,NULL,NULL,"sandy diamictite"
"conglomerate",NULL,NULL,NULL,NULL
"crystalline dolomite",NULL,"calcareous",NULL,NULL
"crystalline dolomite",NULL,"dolomitic","white",NULL
"crystalline dolomite",NULL,NULL,NULL,NULL
"crystalline limestone",NULL,NULL,"grey",NULL
"crystalline limestone",NULL,NULL,"light grey",NULL
"crystalline limestone",NULL,NULL,"light pink",NULL
"crystalline limestone",NULL,NULL,NULL,"Fibrous carbonate"
"crystalline limestone",NULL,NULL,NULL,NULL
"diabase",NULL,NULL,"black","Md"
"diabase",NULL,NULL,"grey","Md"
"diabase",NULL,NULL,"light grey","Md"
"diamictite",NULL,NULL,NULL,"Diamictite"
"dolograinstone","sandy","dolomitic","dark greenish grey",NULL
"dolograinstone","sandy","dolomitic","dark grey",NULL
"dolograinstone","sandy","dolomitic","pink",NULL
"dolograinstone","sandy",NULL,NULL,NULL
"dolograinstone","silty",NULL,"grey",NULL
"dolograinstone","silty",NULL,"red",NULL
"dolograinstone",NULL,NULL,NULL,"Buff, laminated dolograinstone."
"dolograinstone",NULL,NULL,NULL,"Buff, trough crossbedded dolograinstone."
"dolograinstone",NULL,NULL,NULL,"Carbonate"
"dolograinstone",NULL,NULL,NULL,"Light buff dolograinstone with soft sediment deformation and dolostone rip up clasts"
"dolograinstone",NULL,NULL,NULL,"Light buff dolograinstone with soft sediment deformation."
"dolograinstone",NULL,NULL,NULL,"Light buff, laminated dolograinstone with bioherms."
"dolograinstone",NULL,NULL,NULL,"Light buff, laminated dolograinstone."
"dolograinstone",NULL,NULL,NULL,"Light buff, thinly interbedded laminated dolostone and dolograinstone with dessication cracks."
"dolograinstone",NULL,NULL,NULL,"Light buff, thinly interbedded laminated dolostone and dolograinstone."
"dolograinstone",NULL,NULL,NULL,"Light tan, thinly interbedded, laminated dolostone and dolograinstone."
"dolograinstone",NULL,NULL,NULL,NULL
"dolomicrite","silty","dolomitic",NULL,"silty dolomite"
"dolomicrite","silty","phosphatic",NULL,"silty dolomite"
"dolomicrite",NULL,NULL,NULL,"dolomicrite"
"dolomite","clayey","calcareous","grey",NULL
"dolomite","clayey",NULL,NULL,"Argillaceous dolostone"
"dolomite","clayey",NULL,NULL,"argillaceous dolostone"
"dolomite","muddy","siliceous","dark brown","manganiferous muddy dolostone"
"dolomite","muddy",NULL,NULL,"Probable paleosol: laminar dolomite 60-70%, shale/claystone about 30%"
"dolomite","muddy",NULL,NULL,"muddy dolostone"
"dolomite","muddy",NULL,NULL,NULL
"dolomite","sandy",NULL,NULL,NULL
"dolomite","silty","dolomitic","grey","massive dolostone"
"dolomite","silty","dolomitic","grey","silicified dolostone"
"dolomite","silty","dolomitic","grey","thick-bedded dolostone"
"dolomite","silty","dolomitic","grey","thinly-bedded dolostone"
"dolomite","silty","pyritiferous","medium light grey",NULL
"dolomite","silty","siliceous","medium light grey",NULL
"dolomite","silty",NULL,"grey",NULL
"dolomite","silty",NULL,NULL,"Dolostone"
"dolomite",NULL,"calcareous","greyish yellow",NULL
"dolomite",NULL,"calcareous",NULL,NULL
"dolomite",NULL,"carbonaceous","reddish brown",NULL
"dolomite",NULL,"carbonaceous",NULL,"organic-rich dolostone"
"dolomite",NULL,"carbonaceous",NULL,NULL
"dolomite",NULL,"dolomitic","black",NULL
"dolomite",NULL,"dolomitic","grey",NULL
"dolomite",NULL,"dolomitic","medium light grey",NULL
"dolomite",NULL,"phosphatic",NULL,"phosphatic dolostone"
"dolomite",NULL,"siliceous",NULL,"cherty dolostone"
"dolomite",NULL,"siliceous",NULL,"muddy dolostone"
"dolomite",NULL,"siliceous",NULL,NULL
"dolomite",NULL,NULL,"black","dolostone"
"dolomite",NULL,NULL,"brown",NULL
"dolomite",NULL,NULL,"brownish green",NULL
"dolomite",NULL,NULL,"dark grey",NULL
"dolomite",NULL,NULL,"grey","Sdm"
"dolomite",NULL,NULL,"grey",NULL
"dolomite",NULL,NULL,"grey to dark grey",NULL
"dolomite",NULL,NULL,"greyish brown",NULL
"dolomite",NULL,NULL,"light grey","Sdm"
"dolomite",NULL,NULL,"light grey",NULL
"dolomite",NULL,NULL,"pale red",NULL
"dolomite",NULL,NULL,"pale reddish grey",NULL
"dolomite",NULL,NULL,"pink",NULL
"dolomite",NULL,NULL,"pinkish",NULL
"dolomite",NULL,NULL,"pinkish grey",NULL
"dolomite",NULL,NULL,"reddish brown",NULL
"dolomite",NULL,NULL,"white","Sdm"
"dolomite",NULL,NULL,"white","dolostone"
"dolomite",NULL,NULL,"white",NULL
"dolomite",NULL,NULL,"yellowish brown",NULL
"dolomite",NULL,NULL,NULL,"Algal dolomite"
"dolomite",NULL,NULL,NULL,"Dol, gypsum, blebby"
"dolomite",NULL,NULL,NULL,"Dolomite"
"dolomite",NULL,NULL,NULL,"Dolomitic? Stromatolite, gypsum layers"
"dolomite",NULL,NULL,NULL,"Dolostone"
"dolomite",NULL,NULL,NULL,"Mn-dolostone "
"dolomite",NULL,NULL,NULL,"P-dolostone "
"dolomite",NULL,NULL,NULL,"Sdm"
"dolomite",NULL,NULL,NULL,"cap dolostone"
"dolomite",NULL,NULL,NULL,"dolomite"
"dolomite",NULL,NULL,NULL,"dolostone"
"dolomite",NULL,NULL,NULL,"dolostone "
"dolomite",NULL,NULL,NULL,"fine-grained dolostone"
"dolomite",NULL,NULL,NULL,NULL
"dolomudstone","muddy","dolomitic","beige",NULL
"dolomudstone","muddy","dolomitic","black",NULL
"dolomudstone","muddy","dolomitic","dark grey",NULL
"dolomudstone","muddy","dolomitic","darkish pink",NULL
"dolomudstone","muddy","dolomitic","grey",NULL
"dolomudstone","muddy","dolomitic","light pink",NULL
"dolomudstone","muddy","dolomitic","pink",NULL
"dolomudstone","muddy","dolomitic","pinkish grey",NULL
"dolomudstone","muddy",NULL,NULL,NULL
"dolomudstone","sandy",NULL,NULL,NULL
"dolomudstone","silty",NULL,NULL,NULL
"dolomudstone",NULL,"calcareous",NULL,NULL
"dolomudstone",NULL,NULL,"grey",NULL
"dolomudstone",NULL,NULL,"light grey","dolo MST"
"dolomudstone",NULL,NULL,NULL,"Brick red argillite with grey calcite laminae and nodules."
"dolomudstone",NULL,NULL,NULL,"Brick red argillite with grey calcite laminae."
"dolomudstone",NULL,NULL,NULL,"Buff - grey, poorly-sorted dolostone with abundant coarse quartz grains."
"dolomudstone",NULL,NULL,NULL,"Buff - medium grey, laminated dolostone."
"dolomudstone",NULL,NULL,NULL,"Buff - pink, laminated dolostone with some quartz grains."
"dolomudstone",NULL,NULL,NULL,"Buff dolostone with abundant fine - medium quartz grains. Laminated."
"dolomudstone",NULL,NULL,NULL,"Buff dolostone with abundant medium quartz grains."
"dolomudstone",NULL,NULL,NULL,"Buff dolostone with abundant quartz grains."
"dolomudstone",NULL,NULL,NULL,"Buff dolostone with abundant quartz grains. Trough cross bedded."
"dolomudstone",NULL,NULL,NULL,"Buff dolostone with some quartz grains, soft sediment deformation, and dolostone rip up clasts."
"dolomudstone",NULL,NULL,NULL,"Buff dolostone."
"dolomudstone",NULL,NULL,NULL,"Buff microbialaminite dolostone with thin silty laminae."
"dolomudstone",NULL,NULL,NULL,"Buff, finely laminated dolostone."
"dolomudstone",NULL,NULL,NULL,"Buff, herringbone and trough crossbedded dolostone with some quartz grains."
"dolomudstone",NULL,NULL,NULL,"Buff, herringbone crossbedded dolostone with abundant medium quartz grains and some dolostone rip up clasts."
"dolomudstone",NULL,NULL,NULL,"Buff, herringbone crossbedded dolostone with abundant quartz grains."
"dolomudstone",NULL,NULL,NULL,"Buff, laminated dolostone with beachstone rosettes."
"dolomudstone",NULL,NULL,NULL,"Buff, laminated dolostone with shaley partings."
"dolomudstone",NULL,NULL,NULL,"Buff, laminated dolostone with silty laminae."
"dolomudstone",NULL,NULL,NULL,"Buff, laminated dolostone with stromatolites."
"dolomudstone",NULL,NULL,NULL,"Buff, laminated dolostone."
"dolomudstone",NULL,NULL,NULL,"Buff, massive dolostone."
"dolomudstone",NULL,NULL,NULL,"Buff, massive, argillaceous dolostone."
"dolomudstone",NULL,NULL,NULL,"Buff, tabular crossbedded dolostone with abundant fine quartz grains."
"dolomudstone",NULL,NULL,NULL,"Buff, trough crossbedded dolostone with abundant medium quartz grains. Some argillite rip up clasts."
"dolomudstone",NULL,NULL,NULL,"Carbonate"
"dolomudstone",NULL,NULL,NULL,"Dark brown, finely laminated dolostone."
"dolomudstone",NULL,NULL,NULL,"Dark brown, laminated dolostone with bioherms and stromatolites."
"dolomudstone",NULL,NULL,NULL,"Deep buff, herringbone crossbedded dolostone with abundant fine quartz grains."
"dolomudstone",NULL,NULL,NULL,"Deep buff, silty, laminated dolostone. Scattered, very thin, very fine sandstone beds."
"dolomudstone",NULL,NULL,NULL,"Deep orange - buff dolostone with abundant stromatolites."
"dolomudstone",NULL,NULL,NULL,"Dolomitic siltstone."
"dolomudstone",NULL,NULL,NULL,"Grey - buff dolostone with abundant, coarse quartz grains."
"dolomudstone",NULL,NULL,NULL,"Grey - green dolostone with calcite nodules."
"dolomudstone",NULL,NULL,NULL,"Grey dolostone with large bioherms."
"dolomudstone",NULL,NULL,NULL,"Grey, laminated dolostone."
"dolomudstone",NULL,NULL,NULL,"Grey, massive dolostone."
"dolomudstone",NULL,NULL,NULL,"Laminated dolostone with quartz sand grains and wave ripples."
"dolomudstone",NULL,NULL,NULL,"Laminated dolostone with wavy stromatolites."
"dolomudstone",NULL,NULL,NULL,"Laminated dolostone. Some bioherms and wavy stromatolites."
"dolomudstone",NULL,NULL,NULL,"Laminated dolostone. Some very thin, siltier laminae. Bioherms common."
"dolomudstone",NULL,NULL,NULL,"Laminated grey dolostone with abundant stromatolites."
"dolomudstone",NULL,NULL,NULL,"Laminated light - medium grey - tan dolostone with stromatolites."
"dolomudstone",NULL,NULL,NULL,"Laminated medium grey dolostone with bioherms."
"dolomudstone",NULL,NULL,NULL,"Laminated medium grey dolostone with stromatolites."
"dolomudstone",NULL,NULL,NULL,"Laminted, light grey - tan dolostone with quartz grains."
"dolomudstone",NULL,NULL,NULL,"Light - dark grey, massive dolostone."
"dolomudstone",NULL,NULL,NULL,"Light - medium grey, laminated dolostone with abundant beachstone rosettes."
"dolomudstone",NULL,NULL,NULL,"Light - medium grey, massive dolostone."
"dolomudstone",NULL,NULL,NULL,"Light - medium grey, strongly recrystallised, massive dolostone."
"dolomudstone",NULL,NULL,NULL,"Light buff - grey, laminated dolostone with shaley partings."
"dolomudstone",NULL,NULL,NULL,"Light buff - pink dolostone with interbeds of fissile, argillaceous, maroon dolostone. Bioherms."
"dolomudstone",NULL,NULL,NULL,"Light buff dolostone with cross laminations and beachstone rosettes."
"dolomudstone",NULL,NULL,NULL,"Light buff dolostone with thin, sandy laminae and beachstone rosettes."
"dolomudstone",NULL,NULL,NULL,"Light buff dolostone."
"dolomudstone",NULL,NULL,NULL,"Light buff, laminated dolograinstone."
"dolomudstone",NULL,NULL,NULL,"Light buff, laminated dolostone with some more fissile intervals."
"dolomudstone",NULL,NULL,NULL,"Light buff, laminated dolostone."
"dolomudstone",NULL,NULL,NULL,"Light grey - buff dolostone with abundant fine - medium quartz grains."
"dolomudstone",NULL,NULL,NULL,"Light grey - buff dolostone with abundant fine - medium quartz grains. Tabular and herringbone cross-bedded."
"dolomudstone",NULL,NULL,NULL,"Light grey - buff, tabular and herringbone crossbedded dolostone with abundant fine to medium quartz grains."
"dolomudstone",NULL,NULL,NULL,"Light grey - green, laminated dolostone."
"dolomudstone",NULL,NULL,NULL,"Light grey - pink - tan laminated dolostone with abundant wavy stromatolites and bioherms."
"dolomudstone",NULL,NULL,NULL,"Light grey - pink, laminated dolostone."
"dolomudstone",NULL,NULL,NULL,"Light pink, laminated dolostone with thin, silty interbeds."
"dolomudstone",NULL,NULL,NULL,"Light tan - buff, laminated dolostone."
"dolomudstone",NULL,NULL,NULL,"Light tan - pink dolostone with interbeds of fissile, argillaceous, maroon dolostone."
"dolomudstone",NULL,NULL,NULL,"Light tan - pink dolostone with interbeds of fissile, argillaceous, maroon dolostone. Minor gypsum pseudomorphs."
"dolomudstone",NULL,NULL,NULL,"Light tan - pink dolostone with interbeds of fissile, argillaceous, maroon dolostone. Some teepee structures."
"dolomudstone",NULL,NULL,NULL,"Light tan dolostone with interbeds of fissile, argillaceous, maroon dolostone. Isolated wavy stromatolites."
"dolomudstone",NULL,NULL,NULL,"Light tan, laminated dolostone."
"dolomudstone",NULL,NULL,NULL,"Light tan, thinly interbedded dolostone and grey calcite."
"dolomudstone",NULL,NULL,NULL,"Maroon - light pink, thinly interbedded dolostone and grey calcite."
"dolomudstone",NULL,NULL,NULL,"Maroon, argillaceous dolostone with teepees."
"dolomudstone",NULL,NULL,NULL,"Maroon, argillaceous dolostone with thin, grey calcite laminations."
"dolomudstone",NULL,NULL,NULL,"Maroon, thinly interbedded dolostone and grey calcite."
"dolomudstone",NULL,NULL,NULL,"Medium gray, laminated dolostone with small to very large bioherms."
"dolomudstone",NULL,NULL,NULL,"Medium grey (fresh), massive dolostone."
"dolomudstone",NULL,NULL,NULL,"Medium grey, massive dolostone. Some metamorphic(?) biotite."
"dolomudstone",NULL,NULL,NULL,"Medium grey, strongly recrystallised, massive dolostone."
"dolomudstone",NULL,NULL,NULL,"Medium grey, strongly recrystallised, massive dolostone. Some metamorphic(?) biotite."
"dolomudstone",NULL,NULL,NULL,"Pink dolostone with light pink calcite nodules."
"dolomudstone",NULL,NULL,NULL,"Pink dolostone with stromatolites."
"dolomudstone",NULL,NULL,NULL,"Reddish dolostone with interbeds of fissile, argillaceous, maroon dolostone. Isolated wavy stromatolites."
"dolomudstone",NULL,NULL,NULL,"Tan dolostone with abundant calcite nodules."
"dolomudstone",NULL,NULL,NULL,"Tan dolostone with calcite nodules."
"dolomudstone",NULL,NULL,NULL,"Thinly interbedded brick red dolostone and pink - grey limestone."
"dolomudstone",NULL,NULL,NULL,"Thinly interbedded buff dolostone and grey calcite."
"dolomudstone",NULL,NULL,NULL,"Thinly interbedded light buff dolostone and light grey calcite."
"dolomudstone",NULL,NULL,NULL,"White to dark grey, massive dolostone/marble."
"dolomudstone",NULL,NULL,NULL,NULL
"dolopackstone",NULL,NULL,NULL,"Carbonate"
"dolowackestone",NULL,NULL,"medium grey","dolo WK"
"grainstone","muddy",NULL,NULL,NULL
"grainstone","silty",NULL,NULL,NULL
"grainstone",NULL,"calcareous","dark grey","calcareous grainstone"
"grainstone",NULL,"calcareous","medium grey","calcareous grainstone"
"grainstone",NULL,"calcareous","pale grey","calcareous grainstone"
"grainstone",NULL,"calcareous",NULL,NULL
"grainstone",NULL,"dolomitic",NULL,NULL
"grainstone",NULL,"siliceous",NULL,NULL
"grainstone",NULL,NULL,"black",NULL
"grainstone",NULL,NULL,"blue grey",NULL
"grainstone",NULL,NULL,"dark grey","matrix skel PK-GST"
"grainstone",NULL,NULL,"medium grey","PK-GST"
"grainstone",NULL,NULL,"medium grey","crin GST"
"grainstone",NULL,NULL,"medium grey","crin PK-GST"
"grainstone",NULL,NULL,"medium grey","crin PK/GST"
"grainstone",NULL,NULL,"medium grey","peloid GST"
"grainstone",NULL,NULL,"medium grey","skel GST"
"grainstone",NULL,NULL,"medium grey","skel PK-GST"
"grainstone",NULL,NULL,NULL,"grainstone"
"grainstone",NULL,NULL,NULL,NULL
"greywacke",NULL,NULL,"black",NULL
"greywacke",NULL,NULL,NULL,NULL
"gypsum",NULL,NULL,NULL,"Gypsum layers, veins"
"iron formation","sandy",NULL,"red","Ironstone"
"iron formation",NULL,"calcareous",NULL,"carbonate (minor silicate) iron formation"
"iron formation",NULL,"calcareous",NULL,"carbonate iron formation"
"iron formation",NULL,"calcareous",NULL,"carbonate-silicate iron formation"
"iron formation",NULL,"calcareous",NULL,"granular carbonate iron formation"
"iron formation",NULL,"calcareous",NULL,"magnetite-siderite-silicate iron formation"
"iron formation",NULL,"calcareous",NULL,"oxide-carbonate iron formation"
"iron formation",NULL,"calcareous",NULL,"silicate iron formation"
"iron formation",NULL,"calcareous",NULL,"silicate irone formation"
"iron formation",NULL,NULL,"dark grey",NULL
"iron formation",NULL,NULL,NULL,"iron ooide"
"iron formation",NULL,NULL,NULL,"oxide iron formation"
"iron formation",NULL,NULL,NULL,"oxide-carbonate iron formation"
"iron formation",NULL,NULL,NULL,"siderite iron formation"
"lime mudstone","clayey","calcareous",NULL,"Argillaceous limestone"
"lime mudstone","clayey",NULL,"dark grey","argill lime MST"
"lime mudstone","clayey",NULL,"dark grey","argill platy lime MST"
"lime mudstone","clayey",NULL,"dark grey",NULL
"lime mudstone","clayey",NULL,"grey",NULL
"lime mudstone","clayey",NULL,"light grey",NULL
"lime mudstone","clayey",NULL,"white",NULL
"lime mudstone","muddy","calcareous","grey",NULL
"lime mudstone","muddy","calcareous",NULL,NULL
"lime mudstone","muddy","pyritiferous",NULL,NULL
"lime mudstone","muddy",NULL,"black",NULL
"lime mudstone","muddy",NULL,NULL,NULL
"lime mudstone","sandy",NULL,"pale grey",NULL
"lime mudstone","silty","calcareous","black",NULL
"lime mudstone","silty","calcareous","grey",NULL
"lime mudstone","silty","dolomitic",NULL,NULL
"lime mudstone","silty",NULL,"dark grey","Shale"
"lime mudstone","silty",NULL,"dark grey",NULL
"lime mudstone","silty",NULL,"greyish black",NULL
"lime mudstone","silty",NULL,"light grey",NULL
"lime mudstone","silty",NULL,"medium grey",NULL
"lime mudstone","silty",NULL,NULL,NULL
"lime mudstone",NULL,"calcareous",NULL,NULL
"lime mudstone",NULL,"carbonaceous",NULL,"Carbonaceous Marl"
"lime mudstone",NULL,"dolomitic","black",NULL
"lime mudstone",NULL,"dolomitic","grey",NULL
"lime mudstone",NULL,"dolomitic","light brown",NULL
"lime mudstone",NULL,"dolomitic",NULL,NULL
"lime mudstone",NULL,"siliceous",NULL,NULL
"lime mudstone",NULL,NULL,"black",NULL
"lime mudstone",NULL,NULL,"blue grey",NULL
"lime mudstone",NULL,NULL,"brown",NULL
"lime mudstone",NULL,NULL,"brownish black",NULL
"lime mudstone",NULL,NULL,"dark grey","Lime MST"
"lime mudstone",NULL,NULL,"dark grey","MST-WK"
"lime mudstone",NULL,NULL,"dark grey","calcareous shale interbedded w/ silstone"
"lime mudstone",NULL,NULL,"dark grey","lime MST"
"lime mudstone",NULL,NULL,"dark grey","matrix of debris flow"
"lime mudstone",NULL,NULL,"dark grey",NULL
"lime mudstone",NULL,NULL,"green",NULL
"lime mudstone",NULL,NULL,"greenish grey",NULL
"lime mudstone",NULL,NULL,"grey","calcareous mudstone interbedded w/ sandstone "
"lime mudstone",NULL,NULL,"grey",NULL
"lime mudstone",NULL,NULL,"greyish black",NULL
"lime mudstone",NULL,NULL,"greyish brown",NULL
"lime mudstone",NULL,NULL,"light grey","calcareous micrite"
"lime mudstone",NULL,NULL,"light grey",NULL
"lime mudstone",NULL,NULL,"medium dark grey",NULL
"lime mudstone",NULL,NULL,"medium grey","MST"
"lime mudstone",NULL,NULL,"medium grey","MST-WK"
